249,121
146,119
245,163
144,161
258,194
250,334
243,391
239,443
84,486
120,231
186,40
118,507
188,121
233,519
330,164
388,75
140,387
404,569
32,427
46,618
113,278
105,325
394,354
428,283
438,180
